Cardiovascular Disease,Ozone,PM2.5,Diesel PM,Drinking Water,Lead,Pesticides,Traffic,Cleanup Sites,Groundwater Threats,Haz. Waste,Imp. Water Bodies,Solid Waste,Education,Linguistic Isolation,Poverty,Unemployment,Housing Burden
12.6,0.048,12.01439591,0.331,787.94,65.05,0.00,1551.218903,2.35,3,0,0,0.2,34.9,32.5,50.9,5.6,33.9
7.6,0.048,12.12349272,0.345,787.94,88.36,0.00,1023.330182,11.15,4.25,0.355,0,0,31.1,37.2,63.5,7.3,38.2
26.2,0.061,7.378877801,0.134,320.97,44.83,30.32,1748.613226,0,15,0.2,0,2,29.6,5.8,69.5,19,34.1
12.98,0.058,11.54950171,0.169,726.64,45.87,0.00,799.3948159,39.5,30,0.44,0,8,15.6,13.7,38.1,5.4,31.8
17.06,0.054,11.01198384,0.049,1019.42,50.05,2171.62,343.8561219,2,75.25,0,8,5.35,36.6,8.5,38.4,NA,15.6
14.68,0.047,12.06219817,0.493,471.41,57.23,0.00,1445.97027,53.75,10,0.53,0,12.5,15.4,3,23.7,5.4,15.1
11.77,0.059,11.51474422,0.141,726.64,76.23,0.00,631.6800083,37,16,0.125,0,4.2,25.1,18.3,49,5.4,24.2
15.22,0.046,12.10569353,0.637,787.94,73.61,0.00,3550.193888,1,0,0.17,0,0,35.6,28.8,56.1,5.4,32
17.36,0.062,11.74227149,0.085,726.64,54.96,0.00,1173.841277,37.1,0,0.135,0,0,29.3,17.2,54.7,3.6,38
10.81,0.060,11.70431647,0.236,737.77,61.44,4.48,2081.28738,21.25,61,1.73,4,26.1,22.9,4.8,27.1,7.7,14.4
14.94,0.055,11.37569947,0.210,1041.19,47.25,42.73,779.3599651,0,18,0.26,6,2.5,34.2,16.8,41.1,10.4,14.1
14.33,0.047,12.1093104,0.344,787.94,67.36,0.00,1305.459915,10.65,3.5,0.035,0,0.1,31.2,54.3,56.7,3.4,24.6
21.73,0.062,14.40418864,0.447,689.50,66.73,0.00,660.7259009,2,1.5,0.475,0,0,19.2,7.9,44.6,11.5,20.5
14.99,0.041,12.05567624,0.317,612.67,45.69,0.51,1194.376233,30.9,42.6,0.47,16,10,7.3,14.7,19.5,1.4,10.6
14.58,0.048,12.08514397,0.249,787.94,83.10,0.00,939.3403931,2.1,6,0.135,0,0.1,44.9,40.2,59.6,3.5,29.1
12.59,0.029,9.827975665,0.979,110.41,31.13,0.00,1265.862973,50.3,153.35,0.92,12,1,21.3,25.8,40.4,NA,23.1
14.33,0.047,12.08158891,0.162,787.94,80.81,0.00,1193.126075,6,6.5,0.025,0,0,36.1,43.2,58.8,7.4,23.6
14.43,0.049,12.41048715,0.295,488.79,95.72,0.00,875.3541577,1.7,0.3,0.11,7,0,51.4,22.5,66.5,6.1,29.2
15.96,0.045,12.05649412,0.158,752.62,92.24,0.00,659.4911049,3.15,2.5,0.16,0,0,45.7,28.5,52.9,11.1,29.8
16.06,0.055,10.17917992,0.029,711.74,62.91,1073.49,76.16800216,8,37.5,0.5,4,1,59.8,41,65.2,9.8,13.8
19.24,0.061,11.66422752,0.091,726.64,70.44,0.00,1210.948169,36.1,3,0.045,0,0,20,19.4,55,2.7,38.3
11.86,0.048,12.08324387,0.473,471.41,55.80,0.00,4126.642856,26.05,1.5,0.6,0,3.2,22,16,37.6,3.2,18
14.57,0.065,12.28930733,0.164,726.64,56.73,0.00,1190.698508,51.5,8.75,0.84,2,5,15.1,5.9,21.6,4.4,15.5
11.48,0.040,11.76222237,0.760,391.08,39.66,0.00,2001.984247,9,6.3,0.27,10,1.2,17.7,14,54.3,11.7,18.8
11.96,0.031,8.849557162,1.572,258.79,17.34,0.01,282.2014508,36.3,477.5,2.07,10,13,13.7,NA,31.4,NA,28.2
16.23,0.062,12.40832149,0.118,941.29,61.96,665.19,401.9115212,0,11.5,0.1,0,0,47.6,33.6,85.3,18,29.8
23.05,0.060,13.63689815,0.162,520.58,59.33,56.75,522.1675429,11.5,15.75,0.075,0,0,44.8,34.5,57.2,9.6,19.9
9.71,0.043,8.675430202,0.148,558.70,69.58,5307.27,729.0106742,21.8,48,1.275,6,1,39.7,13.9,45.8,6.3,25.9
20.48,0.065,15.57175346,0.343,566.09,11.79,0.00,1506.781598,23,69.5,4.78,0,0,3.6,NA,25,6.9,13
18.18,0.048,8.947777851,0.091,265.26,76.53,0.00,1310.176728,9.45,11.8,0.59,9,2.3,26.3,NA,51.3,7.6,20.6
14,0.061,13.29620201,0.112,964.48,65.45,4675.62,305.0365885,2,22,0.025,0,4,31.5,13.9,42,7.4,18.6
21.48,0.064,11.49489892,0.062,726.64,51.80,0.00,741.577982,37,16.75,0.145,0,2.4,29.9,21.1,52.4,6.9,42.9
15.48,0.049,9.004311937,0.074,505.90,83.36,0.00,839.7325028,19,208.25,0.4,0,2,18.9,5.3,60,6.8,22.8
21.12,0.046,9.124271325,0.464,265.26,36.07,0.00,383.3635569,66.15,69.5,0.935,18,3.5,14.6,2.2,54.4,NA,23.7
19.21,0.061,12.53052604,0.109,726.64,70.60,0.00,1100.763364,3.5,3,0.51,4,0,17,7.6,28.1,6.8,24.8
40.85,0.058,8.052205735,0.334,521.10,49.43,5.52,788.4532118,16,146.85,0,0,4,12.1,3.1,47.7,4.4,17.4
13.08,0.062,13.5305141,0.076,748.19,58.42,442.88,353.500645,0.1,0,0.26,0,4,29.2,15.9,46.3,7.1,19.4
17.91,0.043,14.02615045,0.560,312.86,56.75,0.00,1054.333946,0,0,0.02,20,0.75,52.7,33.7,59,13,29.8
12.15,0.067,11.47638507,0.298,726.64,77.28,0.00,3091.475196,36,12.5,0.1,0,0,44.7,25.3,39.3,3.9,20.7
21.31,0.048,12.14502544,0.253,250.16,62.09,0.01,1261.961841,12.4,3.25,6.275,3,1.2,27,8.1,32.6,NA,27
18.08,0.046,12.0125659,0.207,787.94,82.65,0.00,1079.7208,0,1,0.26,0,0,29.1,3.7,30.4,8.4,30.2
16.03,0.059,12.56037539,0.087,816.73,58.99,2692.48,176.5356604,0,4,0.2,0,4,38.7,12.4,51.8,13.1,10.7
23.18,0.065,15.7714815,0.306,625.12,78.58,0.00,1002.609448,16,0,0.275,0,0,20.9,4.3,33.6,5.4,21.5
10.73,0.048,12.87564539,1.068,787.94,35.84,0.13,2813.640873,2.05,24.1,1.525,7,0.7,25.3,32.5,53.3,10.5,26.9
14.33,0.047,12.08158891,0.163,787.94,69.49,0.00,1481.97668,4.95,6.3,0.045,0,0.25,29.1,45.3,67.4,8.7,30.9
13.56,0.029,9.253196839,0.537,110.41,90.54,0.00,323.6236774,17.2,66.1,0.16,11,0,37.2,19.6,56.9,8.2,30.8
15.23,0.061,13.65966243,0.190,796.65,66.71,0.00,2500.502715,13.6,0,0.22,0,0,22.8,4.5,40.2,11.1,23.3
21.61,0.040,11.68401519,0.149,391.08,78.69,0.97,945.3933283,2.4,34.7,0.335,0,5.9,35.9,20.2,47.4,1.5,22.8
13.24,0.055,12.07222178,0.049,756.45,81.68,0.33,1027.668522,3,1,0.375,2,3.45,27.7,7.4,21,7.5,19.4
19.83,0.073,11.17379124,0.052,814.54,88.99,0.00,548.8236016,3.2,0,0.535,1,0,29.4,8.8,67.5,7.9,28.2
17.56,0.056,11.47749538,0.049,943.03,63.52,1498.12,405.7203398,1.5,245.7,0.235,11,24,33.1,15,41.1,11.5,7.2
19.04,0.045,12.06353217,0.593,338.89,77.07,2.25,2251.349792,4,17.5,0.7,3,0.5,21.9,6.9,14.1,3.3,20
12.18,0.043,10.42201071,0.117,312.86,63.06,0.00,2178.032639,0.4,6,0.335,12,0.25,39.7,26.9,65.2,9.7,39.9
9.99,0.053,11.89731689,0.630,728.61,59.83,0.00,3049.219419,73,65.5,3.795,6,25,18.5,15.5,27.8,1.7,27.1
21.11,0.041,11.81058961,0.187,347.45,80.16,3.37,3434.322006,1.3,19,0.84,11,3.5,29.6,5.4,26.2,4.1,9
22.22,0.046,11.89997956,0.257,645.79,71.30,0.00,1091.169938,4.4,10,0.2,0,0.2,23.6,10.3,32.1,6.9,22.1
26.63,0.060,10.55898249,0.217,330.35,70.25,0.00,1778.600362,1,1,0.65,5,0.2,32.9,17.4,61.9,12.5,22.2
12,0.049,12.00949112,0.381,409.36,67.07,0.00,5162.476226,3.9,0,0.575,0,1,50.4,20.4,66.7,5.7,39.9
14.31,0.053,11.21198131,0.280,891.92,62.71,0.00,798.4906102,12,34.3,0.55,0,0,18.4,5.5,50,7.2,20.8
12.18,0.031,8.831343231,0.371,110.41,94.15,0.00,571.6847921,6.5,36.5,0.065,10,1.35,39.6,18.1,69.2,13.1,30.3
21.31,0.052,11.90846846,0.523,624.59,61.34,0.00,1347.058196,2.2,0,0.25,6,6.8,22,7.5,25.6,4.7,10.7
13.01,0.060,11.55022293,0.268,726.64,75.52,0.00,849.2805688,36.1,6,0.115,0,1,24.8,10.7,45.2,5,25.2
20.38,0.046,9.739247194,0.274,548.03,74.23,0.52,1004.771645,8.5,8.6,0.295,10,1.25,24.9,9.2,60.8,12.2,20.6
22.29,0.062,13.58372945,0.106,726.64,65.71,0.00,1166.113124,0.1,0.3,0.235,4,0,23.8,14.7,27,8.4,28.8
27.87,0.040,11.75572268,0.218,339.04,82.56,0.00,662.6239257,0.5,14.5,0.235,0,0,41.7,21.2,55.1,7.7,31.3
8.01,0.046,11.98834506,0.653,787.94,64.70,0.00,4337.325545,0.7,3.3,0.705,0,0.5,17.3,12.2,53.2,9.4,27.5
19.95,0.056,11.65549439,0.066,734.40,62.16,7242.62,660.9319279,0,31.6,0,4,1,38.4,16,51.9,15.5,14
11.61,0.048,11.96118548,0.229,409.36,86.51,0.00,1025.368997,20.7,5,1.66,0,0.75,42.8,14.7,35.3,8,27.3
26.4,0.060,15.07564833,0.103,502.74,38.88,43.05,247.2224271,0,32.75,0.1,0,1.5,32.3,12.9,50,17.8,18.4
12.76,0.046,12.07444266,0.451,787.94,87.74,0.00,4715.05973,2.9,0,0.26,0,0,43.5,43.4,60.4,5.9,35.3
14.25,0.029,8.92464515,0.395,110.41,93.60,0.00,365.5385258,25.1,70.55,0.33,10,1.6,39.2,19.9,54.1,13.3,26.1
7.7,0.051,11.8291691,0.114,488.79,65.45,0.00,1929.748024,20.25,7.5,0.22,8,5.25,30.4,11.5,36,10.5,29.3
17.79,0.050,12.14306243,0.126,345.97,82.62,5.35,874.6977446,0,3.3,0.07,0,1,19.3,15.5,29.9,7.3,29.6
23.12,0.062,7.282014992,0.123,441.80,80.43,0.00,526.026967,0,19,0.13,0,2.2,20.4,4.6,64.3,11.8,18.2
15.46,0.045,8.932794994,0.422,247.72,81.10,0.00,927.4505455,5,57,0.47,19,1.65,24.6,13.4,51.2,11.1,24.2
23.12,0.070,12.11896069,0.256,787.82,54.11,0.00,607.4357827,7,0,0.33,0,0,36.5,8.4,43.1,9.9,15.4
18.45,0.055,11.40376592,0.622,870.94,61.58,165.35,1445.850895,0.1,5,0.16,0,0,34.7,14.5,50.7,9.1,14.4
14.49,0.049,12.23190845,0.748,488.79,92.48,0.00,1856.805971,2.5,0.75,0.225,0,0.2,44.6,14.9,49.7,5.6,32.1
23.07,0.062,12.88079214,0.102,517.01,64.53,15.12,275.9888998,5,4.25,0.525,0,7.5,27.6,NA,48.9,4.9,16.6
19.77,0.041,11.53907188,0.691,339.04,48.55,3.86,3559.884829,9,28.3,0.01,11,0.25,15.1,1.3,20.1,3.8,NA
22.29,0.061,13.2969311,0.093,726.64,53.37,0.00,1296.050811,0,0.3,0.46,4,0,16.3,16.8,47.5,18.4,29.6
8.72,0.051,12.16478122,0.059,488.79,83.27,0.00,1213.572277,3.6,8.25,0.26,14,2.7,33.1,13.1,34.8,10.7,24.4
15.01,0.049,11.98408609,0.106,824.59,78.55,0.00,795.5129042,0.5,3,0.08,6,2.5,30.9,16,41.5,6.4,19.2
16.08,0.047,11.9287417,0.420,409.36,66.81,0.00,1320.307176,5.25,7,0.245,0,2,37.4,33.6,48.4,4.1,33.4
31.83,0.058,11.4007315,0.062,762.25,36.26,1324.55,599.5418287,11.25,101.3,0.125,3,11,18.2,5.2,34.3,10.8,13.2
19.97,0.044,8.982767139,0.065,456.91,47.43,287.63,496.0334578,6.1,18,0.2,10,0,33.5,29.3,68.9,18.9,20.9
13.03,0.029,9.737947129,0.703,110.41,85.99,0.00,73.72950091,72.65,89.8,0.465,10,5,9,6.2,34.4,6.7,18.1
17.56,0.060,13.72598057,0.107,733.95,85.16,0.00,612.688023,0,3.75,0.055,0,0,25.5,7.9,58.2,9.5,29.9
12.26,0.049,11.84213418,0.151,409.36,92.01,0.00,831.6465607,23,7.75,1.125,0,1.5,51.3,17.8,52.4,2.6,26.8
8.24,0.029,10.12088161,1.259,110.41,70.41,0.00,1456.701015,66.55,248.25,1.65,11,0,16.5,5.1,54.2,6.5,34.9
14.16,0.044,11.62612757,0.231,360.33,68.64,2.88,1835.985989,3.35,11.55,1.03,0,0.7,28.8,27.3,49.1,6.1,29.6
20.48,0.042,12.14582489,0.110,339.04,81.46,0.00,913.3258316,0,0,0.28,11,0,23,10.5,47.6,7.3,23.3
26.29,0.055,12.44619451,0.230,668.92,70.21,53.70,550.0538098,0,18,0.075,2,0,30,8.8,60.6,7,17.4
9.37,0.047,11.02767211,0.299,182.18,66.71,0.00,1289.267001,57.15,50.1,1.515,0,2.25,36.1,11.8,67.1,5.2,37
18.62,0.061,13.81117138,0.072,867.36,49.65,264.52,475.6853162,0,135.55,0,2,11,38.8,21.3,43.9,4.9,6.2
12.59,0.046,12.05102217,0.141,787.94,67.91,0.00,1023.196316,1.75,8.5,0.22,0,0,37.4,37.8,53.6,3.8,35.7
12.58,0.047,11.81531658,0.213,409.36,86.67,0.00,1330.652525,45.3,10.25,7.855,0,0.5,47,8.7,35.2,2.7,14.8
23.03,0.055,11.03284916,0.042,761.53,81.00,1200.26,253.1964903,0,55.55,0.075,13,4.5,28.4,13.4,42.8,12.2,12
14.06,0.049,12.22276714,0.467,787.94,60.13,0.00,3192.572263,2.15,2.5,1.17,7,0,14.3,10.7,32.3,3.9,19
12.48,0.061,13.70483917,0.110,733.95,61.98,0.00,1321.634874,3.5,0,0.15,0,0,20.9,7.7,48.2,9.8,25.1
16.37,0.070,11.60747615,0.405,237.48,61.49,0.00,1993.015348,13.5,5,0.45,0,0,23.7,2,55.1,13.1,24.5
16.3,0.060,13.74589751,0.050,733.95,75.25,0.00,665.3569757,7,0,0.145,0,0,30.2,4,52.8,12.3,28.9
11.22,0.045,12.03443249,0.294,787.94,77.56,0.00,1042.531443,1,0,0.185,0,0.5,29.1,19.3,65.3,11.9,34
8.47,0.069,12.01960914,0.477,693.83,44.12,0.00,1910.318709,6.4,0,0.63,0,2,14.1,14.5,68.2,19.3,39.8
21.73,0.062,14.00790864,0.062,724.11,45.81,183.61,218.6795522,0,5.05,0.76,0,0,42.3,28.3,52.6,6.6,18.2
14.26,0.066,12.69526051,0.639,693.83,85.61,0.02,2159.343421,3.15,0,0.245,0,0,19.7,9.7,54.9,10,24
24.31,0.054,8.306271355,0.045,534.23,60.89,346.49,436.8801682,4,15,0.135,8,3,24.5,4,65.3,20.4,19.1
8.9,0.047,12.17561826,0.262,787.94,75.58,0.00,1194.398891,6.3,11,0.08,0,0,48.2,53,68.6,7.6,33.6
15.84,0.050,7.359641452,0.051,510.49,47.67,2751.19,208.387312,13,10.5,0.4,18,16.2,70.9,60.4,75.4,12.9,22.5
12.38,0.060,13.67717458,0.213,733.95,70.34,0.00,1995.046798,0,1.5,0.255,0,0,23.4,4.7,48.5,8.9,14.9
12.05,0.047,12.0525778,0.450,422.17,64.95,0.00,2160.623415,16,6.25,0.695,6,0.4,22.8,17.8,41.6,5.2,20.4
20.75,0.065,10.53082634,0.057,643.12,40.69,0.40,438.3651353,18.9,3.75,2.21,1,11,36.1,15,51.2,8,21
19.81,0.043,12.04203201,0.176,443.83,78.19,0.00,496.6503974,0.5,2.55,0.31,0,0.3,31.8,13.8,58.4,10.5,23.2
16.3,0.060,13.71193916,0.132,733.95,79.71,0.00,1005.853434,7,0,0.27,0,0,17.3,4.6,38.9,8.9,17.1
17.55,0.041,11.65311866,0.245,335.50,74.31,0.00,664.4094016,4.15,23.35,0.26,0,0.1,35.3,12,63.5,3.6,26.5
21.11,0.065,15.68591557,0.366,625.12,62.38,0.00,1122.338368,6.25,7.5,2.985,0,0.2,7.6,0,28.9,8.6,11.3
12.04,0.061,11.18494089,0.303,726.64,63.82,0.00,959.663138,5,22.75,0.88,0,2.2,16.7,18.1,45.8,5.9,34.7
10.13,0.055,11.83580366,0.415,797.88,68.42,0.00,1488.982823,16,12.15,0.345,1,5,19.2,23.5,27.7,8,19.9
13.63,0.062,13.6821891,1.121,805.79,54.12,0.00,2184.871606,24,0,0.21,0,0,19.2,12.3,45.9,NA,26.9
10.32,0.043,10.01482788,0.610,312.86,74.39,0.00,4767.791414,8,2.5,0.075,12,4,30.4,16.4,55.9,11.2,29.1
14.78,0.058,11.87892599,0.076,652.60,64.90,0.00,648.0679871,12,8.5,0.15,0,1.65,20.9,23.9,41.3,5.4,27.1
16.9,0.073,11.19087248,0.066,747.84,74.00,0.00,425.6499943,12.8,0.6,0.1,1,0.2,42.9,18,64.6,16.8,34.3
13.44,0.055,10.21788424,0.027,387.72,47.97,720.74,357.2422064,4.5,21.5,0.1,8,0.25,61.9,51.3,74.3,16.6,28.9
18.64,0.036,8.347979798,0.026,324.21,49.41,1275.86,169.3573347,14.5,28,2.175,35,8,32.2,21.8,65,20.4,17.4
18.97,0.052,11.96047611,0.567,750.95,66.62,1.76,4363.673229,18,0,0.325,6,9.75,19.8,4.5,22.3,3.8,23.3
12.88,0.064,13.13855041,0.047,866.75,52.40,2861.39,228.3963859,4,6.8,0.125,1,5.4,39.3,23.7,66.7,6.7,11.5
20.31,0.049,8.590631277,0.125,392.63,51.93,60.50,984.6002725,0.1,9,0.575,10,0,35.2,27.4,73.6,16,21.7
14.06,0.049,12.22276714,0.484,787.94,67.34,0.00,1453.77909,5.1,10.5,1.325,0,0,14.3,9.8,34.7,8.5,24.8
17.34,0.042,12.14582489,0.085,339.04,82.05,0.00,967.1812417,0,0,0.14,11,0,24,10.8,78.4,17.2,18.2
14.58,0.066,11.85326141,0.494,726.64,64.12,0.00,2615.008371,3.6,0,0.22,0,0,22.6,18.1,43.5,9.6,23.5
13.1,0.041,12.00487891,0.433,346.19,56.20,0.00,2195.946493,43.8,27.1,1.1,3,16,14.9,13.3,21.8,3.6,8.3
20.96,0.045,8.860610912,0.130,626.28,48.66,0.00,1089.100777,5,9,2.455,4,0.5,27.1,20.6,60.6,16.1,33.1
19.03,0.045,8.823100324,0.086,780.96,47.83,0.00,1163.187203,2.7,12,0.735,4,0,28.4,20.6,50.8,14.5,22.6
19.79,0.043,12.06312607,0.153,367.51,54.89,0.00,1240.456708,0,0,0.25,5,0.2,26.3,14.2,57.7,5.6,36.4
21.12,0.054,12.42287298,0.105,440.68,63.99,0.00,NA,0,0,0.035,26,0,43.5,47.3,67,24.7,43.3
14.15,0.049,12.03217459,0.156,787.94,62.70,0.00,997.6314754,2.25,2,1.71,0,0,21.6,13.6,47.5,6.7,28.5
21.64,0.070,12.08598309,0.115,787.82,48.30,0.00,673.8783122,2.5,0,0.695,0,0,30.1,9.3,50.2,11.2,30.3
16.39,0.043,10.42201071,0.134,312.86,77.04,0.00,384.5316834,2,8.5,0.555,15,5,33.7,10.3,51.9,10.3,17.5
9.79,0.046,12.02272051,0.142,787.94,79.77,0.00,1222.909357,7,10,0.485,0,0,37.1,25.7,60.3,4.3,25.1
19.74,0.070,11.66065478,0.196,731.93,78.34,0.00,718.6300496,12,0.3,0.1,0,0.2,28.6,5.1,39.5,7.4,14.4
16.59,0.046,11.07026182,0.159,389.85,70.90,0.05,1000.457583,0.2,16.5,0.495,5,0,16.1,7.7,46.8,11.5,23.9
17.62,0.065,15.65119952,0.715,642.68,69.65,0.00,1028.972653,0,0,0.245,0,0,15.7,3.1,56.1,12.4,24.8
16.42,0.044,11.7740438,0.592,360.54,64.58,1.80,2679.673582,0,12.25,0.01,0,0.2,15.2,5.8,39.4,6.2,28
11.96,0.032,8.747823793,2.605,258.79,56.73,0.12,1785.72982,3.1,0,0.935,10,6.05,26,22.7,33.4,8.9,24.3
9.56,0.029,9.890660139,0.626,110.41,67.06,0.00,605.9409867,90.95,176.25,0.835,10,2,10,6,35.6,6.8,25.9
22.3,0.070,11.80938287,0.098,805.06,47.68,0.00,818.7022945,14,0,0.41,0,1,30.8,6.8,38.7,4,15
10.82,0.046,11.98834506,0.569,787.94,83.37,0.00,4180.993157,1.5,1.5,0.57,7,1,25.9,5.7,40.9,4.9,30.7
21.28,0.060,13.22775449,0.173,576.05,74.81,0.49,135.9227527,2,0,0.1,0,0,45.6,22.3,69.6,10.5,28.2
17.05,0.032,9.173241749,0.358,110.41,71.46,0.32,475.1955506,16.9,18.75,1.33,11,2.7,31.8,12.4,32.2,4.3,20.6
23.85,0.073,11.09718349,0.119,592.46,82.52,0.00,1070.894853,12,0,0.16,0,0,22.1,4.6,44.5,9.8,18.4
13.66,0.057,12.04200811,0.162,756.45,60.44,0.00,1562.879746,12,0,0.625,3,0,15.5,9.9,25.6,6.3,19.1
21.8,0.065,9.192114503,0.217,560.00,80.53,0.00,606.4735009,2.25,0,0.41,0,2,25.9,7.3,62.1,17.9,22.3
13.11,0.052,11.96906139,0.243,488.79,75.93,0.00,818.4180647,19.15,14.3,2.03,0,0,36.7,9.2,38,11.1,16.2
19.75,0.043,12.01849263,0.112,364.14,70.49,0.00,1254.875173,2.25,13.1,0.475,0,0.5,25.2,9.7,28,NA,26.3
18.08,0.045,11.98833627,0.081,787.94,94.96,0.00,604.4825026,1,4.5,0.255,0,0,28.8,10.5,48,11.6,24.9
15.72,0.064,14.2215803,0.103,580.96,38.58,1149.59,525.9697152,73,8,0.185,2,3,15.8,7.1,45.9,7.5,15
9.71,0.042,8.874340951,0.382,558.70,47.67,6942.42,849.8799501,22,48,0.5,7,2,11.5,6.5,51.8,5.9,19.6
14.14,0.059,6.966551948,0.094,561.17,63.06,0.35,827.7263632,3,17.75,0.725,5,5.7,25.3,2.1,62.9,10.3,17.7
22.22,0.046,11.97767043,0.520,684.25,82.72,0.00,2770.924813,4,3,0.635,0,0.2,22.4,7,34.8,5.3,17.1
16.41,0.060,13.71468929,0.181,733.95,74.96,0.00,348.2541633,0,2.8,0.225,0,0,19.9,3.3,51.9,12.9,23.1
15.22,0.046,12.11034605,1.511,787.94,30.96,0.00,2794.645689,0.75,0,0.71,0,0,7.5,12.2,86.3,20.9,56.2
9.21,0.058,12.10201885,0.292,789.05,66.88,0.00,1929.947327,0,0,0.7,3,1.5,24.9,26.5,40.1,6.2,35.2
20.96,0.045,8.839753377,0.087,691.41,39.44,0.00,1151.025972,10,18,0.76,4,0,25,19.4,49.2,7.6,17.2
11.67,0.047,11.7063039,0.579,417.80,19.20,0.00,1356.928003,24,18.3,1.085,6,0,3.4,8.3,38.4,11.4,23.5
11.91,0.049,11.81227965,0.110,409.36,91.26,0.07,930.716952,5,25.65,1.03,0,0.5,49.3,16,44.9,5.4,19.1
19.15,0.067,12.56790374,0.296,568.74,51.86,0.00,344.1028943,9,0,0.76,0,0,41.3,17.7,54.5,6.9,22.6
14.4,0.045,11.91626655,0.102,787.94,91.55,0.00,790.0223118,4.25,0,0.09,0,0.2,29.6,6.8,67,10.1,38.3
14.16,0.057,12.11239463,0.510,756.45,80.08,0.00,2887.348423,0,0,0.17,3,3,17.3,11.3,25.9,6.1,11.9
16.96,0.049,12.23883919,0.199,677.01,92.90,0.00,899.942935,0,3.75,0.445,0,0,47.8,17.8,52.5,8.9,19.8
18.7,0.049,9.397360841,0.246,575.99,83.96,0.00,1391.603156,1,44.3,0.21,6,0,18.5,15,55.5,11.2,19
11.48,0.046,9.46928017,0.118,921.64,47.36,647.04,933.1428366,1.5,36.5,0.55,18,2,31.8,14.2,58.3,12.4,13
8.78,0.048,12.35063461,0.760,787.94,35.88,0.00,2089.210148,276.2,79.05,20.81,7,64.25,3.7,9.5,26.7,2.8,15.2
20.85,0.064,14.23131815,0.096,716.64,57.88,0.00,832.3296618,1.4,0,0.71,0,0,19.4,6.1,48.5,8.1,21.6
19.06,0.058,12.43057598,1.078,669.90,62.19,0.00,3196.535354,0,3,0.46,1,0,34.6,14.5,56.5,3.5,37.6
19.01,0.060,13.12135073,0.635,709.43,54.49,0.00,2408.201386,0,1.05,0.21,1,0.3,27.3,6.8,22.2,9.5,11.7
14.33,0.047,12.17561826,0.391,787.94,78.03,0.00,1342.148868,5.85,2.75,0.035,0,0,34.9,33.4,58.7,6.6,26.2
18.08,0.045,12.00024046,0.085,787.94,94.65,0.00,722.4187406,1,2.25,0.355,0,0,32,11.8,45,3,33.5
19.83,0.054,11.42869288,0.176,1060.41,49.78,0.00,498.7079554,3.4,0.3,0.2,8,1,36.2,19.9,48.1,12.6,22.7
20.48,0.065,15.47743012,0.053,694.33,75.88,0.00,592.5969384,13.9,9,0.33,0,0,27.1,0,66.3,13.4,28.1
17.3,0.073,11.1370401,0.115,747.84,74.20,0.00,431.4792218,12,3,0.15,1,2,26.1,8.8,53.6,6.1,23
23.51,0.048,8.978637278,0.069,265.26,81.03,0.01,470.1657274,4.15,18.3,0.67,6,0.5,26.1,10.3,55.9,13,31.8
15.79,0.052,11.11115759,0.133,581.10,50.26,46.26,717.9715007,0,2.25,0.25,6,3,25.3,18.1,48.6,9.8,10.8
10.07,0.047,11.71046441,0.523,417.80,45.87,0.00,1645.665547,21.9,39.25,1.345,5,3.65,14.2,6.7,32.9,7.6,20.3
24.24,0.046,12.07802241,0.153,380.45,85.41,0.00,887.9882485,3.2,8.8,0.195,0,0.6,54.9,45,64.3,5.7,32.4
11.87,0.037,5.959869013,0.419,330.22,53.84,8624.36,787.0605995,33,61,0.485,19,4.7,35.7,30,52.1,6.2,23
7.19,0.047,12.03396133,0.388,672.14,69.06,0.00,1731.150395,11.25,29.75,0.405,0,0.5,22.4,14.9,41.8,6.8,32.4
17.57,0.044,11.91361716,0.233,502.58,80.35,0.00,761.6187769,0,16,0.27,0,1,35,21.4,47,11.4,30.9
15.17,0.061,12.76241295,0.154,938.41,58.32,0.00,561.4752472,1.75,43.5,0.535,1,0,24.2,10.2,36.7,6.6,22
13.63,0.057,11.2307181,0.025,788.32,53.54,825.47,160.931422,24.35,73.3,4.26,0,26.95,26.8,9,40.8,10.4,10.7
21.25,0.051,9.797121294,0.154,565.44,56.58,30.74,290.6464072,23.9,15,0.3,2,1.5,26.8,7.8,47.8,8.6,15
19.2,0.061,11.49534692,0.186,726.64,63.11,0.00,2012.719883,37.5,5,0.24,0,1.2,23.3,12.6,33,2.4,29.6
14.5,0.053,11.26950671,0.565,891.92,39.56,23.62,1195.146087,13,30,0.045,0,5,22.6,2.6,21.9,7.9,11.4
11.92,0.045,11.63317139,0.134,440.64,82.53,0.00,937.0591385,10,32,0.86,15,2.25,18.2,15.8,40.7,6.3,19.4
12.42,0.037,7.813763747,0.064,481.55,58.40,6537.43,153.2454563,5.6,99.85,0.335,31,9,44.1,18.4,46.4,4.1,21.2
13.75,0.057,12.16819166,0.223,639.95,37.70,4686.58,1272.68844,2,7.5,0,1,0,45.6,14.7,41.5,10.4,15.8
17.15,0.046,11.69878398,0.070,389.85,66.55,6.64,556.2146553,0.4,7.25,0.21,4,0,51.3,21.4,60.7,13.3,27.8
12.25,0.041,10.33511393,0.205,338.50,72.08,0.00,768.9667666,5.45,30,0.75,11,1.5,20.2,12.6,38.8,7.5,23.3
19.01,0.056,11.08956769,0.018,687.06,40.86,569.93,115.8950541,3,77.8,0.1,12,13.5,27.4,10.8,38,8.7,10.9
